method,score,reason,address_score,name_score,owner_score,city_score,dc_excel_row,dc_owner,dc_name,dc_country,dc_city,dc_address,dc_lat,dc_long,451_excel_row,451_owner,451_name,451_country,451_city,451_address,451_lat,451_long
01_lat_long_2dp,1.0,"Rounded lat/long key 25.12, 55.38",0.7037,0.2308,0.2162,1.0,2163,Dubai Silicon Oasis Authority,DC1&2,United Arab Emirates,Dubai,Dubai Silicon Oasis - Dubai - United Arab Emirates,25.124801,55.38083529,12175,Gulf Data Hub,Dubai Silicon Oasis 1,United Arab Emirates,Dubai,Dubai Silicon Oasis technology park,25.11789,55.38203
01_lat_long_2dp,1.0,"Rounded lat/long key 25.12, 55.38",0.7037,0.3333,0.2162,1.0,2163,Dubai Silicon Oasis Authority,DC1&2,United Arab Emirates,Dubai,Dubai Silicon Oasis - Dubai - United Arab Emirates,25.124801,55.38083529,12176,Gulf Data Hub,Dubai Silicon Oasis 2,United Arab Emirates,Dubai,Dubai Silicon Oasis technology park,25.11824,55.38309
01_lat_long_2dp,1.0,"Rounded lat/long key 25.12, 55.38",0.7037,0.2222,0.2162,1.0,2163,Dubai Silicon Oasis Authority,DC1&2,United Arab Emirates,Dubai,Dubai Silicon Oasis - Dubai - United Arab Emirates,25.124801,55.38083529,13335,Gulf Data Hub,Gulf Data Hub 23 (Building 1),United Arab Emirates,Dubai,Dubai Silicon Oasis technology park,25.11789,55.38203
01_lat_long_2dp,1.0,"Rounded lat/long key 25.12, 55.38",0.7037,0.3333,0.2162,1.0,2163,Dubai Silicon Oasis Authority,DC1&2,United Arab Emirates,Dubai,Dubai Silicon Oasis - Dubai - United Arab Emirates,25.124801,55.38083529,13336,Gulf Data Hub,Gulf Data Hub 23 (Building 2),United Arab Emirates,Dubai,Dubai Silicon Oasis technology park,25.11824,55.38309
01_lat_long_2dp,1.0,"Rounded lat/long key 25.12, 55.38",0.7037,0.2222,0.2162,1.0,2163,Dubai Silicon Oasis Authority,DC1&2,United Arab Emirates,Dubai,Dubai Silicon Oasis - Dubai - United Arab Emirates,25.124801,55.38083529,13337,Gulf Data Hub,Gulf Data Hub 23 (Building 4),United Arab Emirates,Dubai,Dubai Silicon Oasis technology park,25.1198,55.38295
01_lat_long_2dp,1.0,"Rounded lat/long key 25.12, 55.38",0.7037,0.2222,0.2162,1.0,2163,Dubai Silicon Oasis Authority,DC1&2,United Arab Emirates,Dubai,Dubai Silicon Oasis - Dubai - United Arab Emirates,25.124801,55.38083529,13338,Gulf Data Hub,Gulf Data Hub 23 (Building 5),United Arab Emirates,Dubai,Dubai Silicon Oasis technology park,25.12032,55.38174
01_lat_long_2dp,1.0,"Rounded lat/long key 25.12, 55.38",0.7037,0.2308,0.2162,1.0,2163,Dubai Silicon Oasis Authority,DC1&2,United Arab Emirates,Dubai,Dubai Silicon Oasis - Dubai - United Arab Emirates,25.124801,55.38083529,13339,Gulf Data Hub,Gulf Data Hub 23 (Building3),United Arab Emirates,Dubai,Dubai Silicon Oasis technology park,25.11901,55.38371
01_lat_long_2dp,1.0,"Rounded lat/long key 25.12, 55.38",0.0,0.2308,0.2162,1.0,2163,Dubai Silicon Oasis Authority,DC1&2,United Arab Emirates,Dubai,Dubai Silicon Oasis - Dubai - United Arab Emirates,25.124801,55.38083529,13340,Gulf Data Hub,Gulf Data Hub 23 (Building6),United Arab Emirates,Dubai,,25.11901,55.38371
01_lat_long_2dp,1.0,"Rounded lat/long key 25.13, 56.34",0.0,1.0,0.0833,1.0,2165,Etisalat by e&,Smart Hub Fujairah Data Center,United Arab Emirates,Fujairah,"48JP+8HM, Eid Mussalla Rd, Al Mahattah, Fujairah, UAE , U",25.13087079,56.33646883,20126,Khazna Data Center Limited,Smart Hub Fujairah- Building 1,United Arab Emirates,Fujairah,,25.13039,56.336478
01_lat_long_2dp,1.0,"Rounded lat/long key 25.13, 56.34",0.0,1.0,0.0833,1.0,2165,Etisalat by e&,Smart Hub Fujairah Data Center,United Arab Emirates,Fujairah,"48JP+8HM, Eid Mussalla Rd, Al Mahattah, Fujairah, UAE , U",25.13087079,56.33646883,20127,Khazna Data Center Limited,Smart Hub Fujairah- Building 2,United Arab Emirates,Fujairah,,25.13039,56.336478
01_lat_long_2dp,1.0,"Rounded lat/long key 25.13, 56.34",0.0,1.0,0.0833,1.0,2165,Etisalat by e&,Smart Hub Fujairah Data Center,United Arab Emirates,Fujairah,"48JP+8HM, Eid Mussalla Rd, Al Mahattah, Fujairah, UAE , U",25.13087079,56.33646883,20128,Khazna Data Center Limited,Smart Hub Fujairah- Building 3,United Arab Emirates,Fujairah,,25.13039,56.336478
01_lat_long_2dp,1.0,"Rounded lat/long key 25.13, 56.34",1.0,1.0,0.0833,1.0,2165,Etisalat by e&,Smart Hub Fujairah Data Center,United Arab Emirates,Fujairah,"48JP+8HM, Eid Mussalla Rd, Al Mahattah, Fujairah, UAE , U",25.13087079,56.33646883,20129,Khazna Data Center Limited,Smart Hub Fujairah- Building 4,United Arab Emirates,Fujairah,48JP+8HM - Eid Mussalla Rd - Al Mahattah,25.13067,56.336478
01_lat_long_2dp,1.0,"Rounded lat/long key 25.13, 55.39",0.7755,1.0,0.0755,0.2222,2167,du,Dubai Silicon Oasis,United Arab Emirates,null,"Dubai Silicon Oasis, Dubai United Arab Emirates",25.13283704,55.39145656,12126,Emirates Integrated Telecommunications Company PJSC,Du Datacenter-Dubai Silicon Oasis,United Arab Emirates,Dubai,Oasis Indus Area-Dubai Silicon Oasis,25.1328,55.39171
01_lat_long_2dp,1.0,"Rounded lat/long key 25.17, 55.32",0.6,0.5714,0.6429,1.0,2169,Khazna Data Centers,DXB1,United Arab Emirates,Dubai,Al Meydan Rd - Dubai - United Arab Emirates,25.17477183,55.31825956,12234,Khazna Data Center Limited,DX2,United Arab Emirates,Dubai,58F9+H5H - Maydan - Al Meydan Rd,25.17472,55.31794
01_lat_long_2dp,1.0,"Rounded lat/long key 25.18, 55.28",0.7083,1.0,0.0755,1.0,2171,du,Business Bay Data Center,United Arab Emirates,Dubai,"57JG+8RQ , Business Bay, Dubai, United Arab Emirates",25.18091793,55.27710806,12123,Emirates Integrated Telecommunications Company PJSC,Du Business Bay,United Arab Emirates,Dubai,57jg+cjQ - Marasi Dr - Business Bay,25.180889,55.277072
01_lat_long_2dp,1.0,"Rounded lat/long key 25.19, 55.31",0.16,0.8889,0.6429,1.0,2173,Khazna Data Centers,DXB2,United Arab Emirates,Dubai,null,25.18616448,55.30513086,12239,Khazna Data Center Limited,DXB 2,United Arab Emirates,Dubai,Dubai Design District,25.186076,55.305589
01_lat_long_2dp,1.0,"Rounded lat/long key 25.22, 51.53",1.0,1.0,1.0,0.1538,2176,Ooredoo,QDC 5,Qatar,Al Rayyan,"Building No. 106, Street No. 1119 Zone No. 56, Mesaimeer, Doha, Qatar ",25.21562461,51.52597895,18726,Ooredoo Q.P.S.C.,QDC 5,Qatar,Doha,1119 Street,25.21556,51.52601
01_lat_long_2dp,1.0,"Rounded lat/long key 25.23, 55.28",1.0,0.2222,0.6429,1.0,2180,Khazna Data Centers,DXB6,United Arab Emirates,Dubai,74 308th Rd - Al Satwa - Dubai - United Arab Emirates,25.22661544,55.28195415,21232,Khazna Data Center Limited,Trade Center Exchange,United Arab Emirates,Dubai,74 308th Rd,25.226494,55.281934
01_lat_long_2dp,1.0,"Rounded lat/long key 25.24, 55.31",0.3704,0.1429,0.0833,1.0,2183,Etisalat by e&,Zabeel Data Center,United Arab Emirates,Dubai,11 A Street - Dubai - United Arab Emirates,25.23992756,55.30824433,12243,Khazna Data Center Limited,DXB 6 (Hor Al Anz HRC - B),United Arab Emirates,Dubai,71 Umm Hurair Rd,25.23988,55.3083
01_lat_long_2dp,1.0,"Rounded lat/long key 25.24, 55.31",0.3214,0.1333,1.0,1.0,2183,Etisalat by e&,Zabeel Data Center,United Arab Emirates,Dubai,11 A Street - Dubai - United Arab Emirates,25.23992756,55.30824433,12495,Etisalat,Etisalat Smart Hub Dubai,United Arab Emirates,Dubai,71 Umm Hureir Road,25.24022,55.30813
01_lat_long_2dp,1.0,"Rounded lat/long key 25.28, 55.33",1.0,0.3333,0.6429,0.4,2186,Khazna Data Centers,DXB5,United Arab Emirates,Deira,"52 36 B St, Abu Hail, Dubai, United Arab Emirates",25.28194964,55.33295471,12242,Khazna Data Center Limited,DXB 5 (Hor Al Anz - HRC - A),United Arab Emirates,Dubai,52 36 B St,25.282299,55.332579
01_lat_long_2dp,1.0,"Rounded lat/long key 25.31, 51.50",0.6207,1.0,1.0,1.0,2189,Ooredoo,QDC 1-3,Qatar,Doha,"Building No. , Street No. 825, Zone No. 20, Wadi Al Sail, Doha, Qatar ",25.31024158,51.50380556,18722,Ooredoo Q.P.S.C.,QDC 1,Qatar,Doha,Aba Al Seleel Street,25.31025,51.50391
01_lat_long_2dp,1.0,"Rounded lat/long key 25.31, 51.50",0.5806,0.75,1.0,1.0,2189,Ooredoo,QDC 1-3,Qatar,Doha,"Building No. , Street No. 825, Zone No. 20, Wadi Al Sail, Doha, Qatar ",25.31024158,51.50380556,18723,Ooredoo Q.P.S.C.,QDC 2,Qatar,Doha,2 Aba Al Seleel Street,25.31021,51.50394
01_lat_long_2dp,1.0,"Rounded lat/long key 25.31, 51.50",0.6207,1.0,1.0,1.0,2189,Ooredoo,QDC 1-3,Qatar,Doha,"Building No. , Street No. 825, Zone No. 20, Wadi Al Sail, Doha, Qatar ",25.31024158,51.50380556,18724,Ooredoo Q.P.S.C.,QDC 3,Qatar,Doha,Aba Al Seleel Street,25.31055,51.50399
01_lat_long_2dp,1.0,"Rounded lat/long key 25.32, 51.44",0.6538,0.5,1.0,0.8889,2192,MEEZA,MV1 and MV3,Qatar,Al Rayyan,"MEEZA-QSTP, Tech 2 Building, Level 2, Ar Rayyan 5825, Ar Rayyan, Qatar",25.32410117,51.43823602,15765,MEEZA,M-VAULT 1,Qatar,Ar-Rayyan,"Tech 2 Bldg,Qatar Sci & Tech Park(QSTP)",25.324419,51.437796
01_lat_long_2dp,1.0,"Rounded lat/long key 25.33, 51.44",0.9296,0.875,1.0,0.1538,2193,MEEZA,M-Vault 4 and M-Vault 5,Qatar,Ar Rayyan,"Qatar Science and Technology Park, Al Luqta St, Ar-Rayyan, Qatar",25.32587488,51.4400424,15767,MEEZA,M-VAULT 3,Qatar,Doha,Qatar Science and Technology Park (QSTP),25.325315,51.437444
01_lat_long_2dp,1.0,"Rounded lat/long key 25.33, 51.44",0.9296,1.0,1.0,1.0,2193,MEEZA,M-Vault 4 and M-Vault 5,Qatar,Ar Rayyan,"Qatar Science and Technology Park, Al Luqta St, Ar-Rayyan, Qatar",25.32587488,51.4400424,15768,MEEZA,M-VAULT 4,Qatar,Ar-Rayyan,Qatar Science and Technology Park (QSTP),25.32577,51.43838
01_lat_long_2dp,1.0,"Rounded lat/long key 25.39, 55.58",0.0,1.0,0.6429,0.2222,2197,Khazna Data Centers,QAJ1,United Arab Emirates,null,"Ajman, UAE",25.3898305,55.57891723,18716,Khazna Data Center Limited,QAJ1,United Arab Emirates,Ajman,,25.390609,55.577593
01_lat_long_2dp,1.0,"Rounded lat/long key 25.55, 51.44",0.1429,0.3333,1.0,0.0,2199,MEEZA,MV6,Qatar,null,null,25.5502455,51.44028513,15766,MEEZA,M-VAULT 2,Qatar,Doha,Umm Qarn (off Street 1495),25.55107,51.437186
01_lat_long_2dp,1.0,"Rounded lat/long key 25.55, 51.44",0.5532,1.0,1.0,0.0,2200,MEEZA,M-Vault 2,Qatar,null,"HC2Q+CQC, Umm Qarn, Qatar",25.55055542,51.43917955,15766,MEEZA,M-VAULT 2,Qatar,Doha,Umm Qarn (off Street 1495),25.55107,51.437186
01_lat_long_2dp,1.0,"Rounded lat/long key 25.65, -100.36",0.8193,0.8889,0.3902,0.0769,2204,KIO Data Centers,MTY|1,Mexico,null,"Avenida GÃ³mez MorÃ­n 350 Sur piso 2, Colonia Valle Campestre 66265, San Pedro Garza GarcÃ­a, NL",25.64930341,-100.3587,16648,SixSigma Networks Mexico SA de CV,MTY1,Mexico,San Pedro Garza Garcia,"Av. Gomez Morin 350 Piso 2, Colonia Valle Campestre",25.649217,-100.358549
01_lat_long_2dp,1.0,"Rounded lat/long key 25.76, -100.00",0.1951,0.7273,0.3902,0.1176,2207,KIO Data Centers,MTY I 2,Mexico,La Arena,"66679 KÃ­a Motors, N.L.",25.76383323,-100.0010737,16649,SixSigma Networks Mexico SA de CV,MTY2,Mexico,Pesquería,Carretera a Pesqueria,25.76322,-99.99983
01_lat_long_2dp,1.0,"Rounded lat/long key 25.77, -100.19",0.5684,0.2,0.087,1.0,2208,Equinix,MO1,Mexico,Apodaca,"AristÃ³teles 119, Kalos, 66603 Cd Apodaca, N.L., Mexico",25.76642629,-100.193233,8757,"Axtel, S.A.B. de C.V.",Apodaca,Mexico,Apodaca,Aristoteles 119 6 Col Parque Industrial Kalos,25.766386,-100.193235
01_lat_long_2dp,1.0,"Rounded lat/long key 25.77, -100.19",0.4909,0.6667,1.0,0.125,2208,Equinix,MO1,Mexico,Apodaca,"AristÃ³teles 119, Kalos, 66603 Cd Apodaca, N.L., Mexico",25.76642629,-100.193233,16487,"Equinix, Inc.",MO2,Mexico,Monterrey,Carretera Miguel Alemán Km 17.5 Calle Aristoteles 119 Nave 6,25.76721,-100.19329
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.4138,0.75,0.1905,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16249,"Equinix, Inc.",MI1,United States of America,Miami,50 Northeast 9th Street,25.782365,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.6154,0.5,1.0,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16250,"Digital Realty Trust, Inc.",MI2,United States of America,Miami,36 NE 2nd St. 1st and 5th Fl,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.7222,0.5,0.3529,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16251,South Reach Networks,MI2,United States of America,Miami,36 Northeast 2nd Street,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.72,0.6,1.0,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16254,"Digital Realty Trust, Inc.",MIA I,United States of America,Miami,36 NE 2nd St #400,25.77584,-80.192969
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.72,0.5455,1.0,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16255,"Digital Realty Trust, Inc.",MIA II,United States of America,Miami,36 NE 2nd St #400,25.77584,-80.192969
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.5806,0.8889,1.0,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16260,"Digital Realty Trust, Inc.",MIA1,United States of America,Miami,"36 NE 2nd St, Suite 520",25.775811,-80.192871
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2308,0.8889,0.2222,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16262,Miami-Connect,MIA1,United States of America,Miami,100 Biscayne Blvd.,25.775618,-80.18819
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.8571,0.8889,1.0,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16263,"Digital Realty Trust, Inc.",MIA1,United States of America,Miami,36 NE 2nd St,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2308,0.8889,0.2857,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16265,"Vault Networks, Inc.",MIA1,United States of America,Miami,100 Biscayne Blvd.,25.775618,-80.18819
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2456,0.8889,0.1,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16266,Volico Data Center,MIA1,United States of America,Miami,100 Biscayne Boulevard,25.775618,-80.18819
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.7742,0.8889,1.0,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16268,"Digital Realty Trust, Inc.",MIA1,United States of America,Miami,"36 NE 2nd St, 7th Fl",25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2979,0.6667,0.1905,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16270,"Equinix, Inc.",MIA2,United States of America,Miami,50 NE 9th St,25.782365,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.8571,0.6667,0.2326,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16273,"Atlantic Metro Communications, Inc.",MIA2,United States of America,Miami,36 NE 2nd St,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2553,0.3333,0.1875,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16280,"Lumen Technologies, Inc.",Miami Gateway,United States of America,Miami,49 NW 5th St.,25.779238,-80.194917
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.7222,1.0,1.0,1.0,2209,Digital Realty,MIA10,United States of America,Miami,"36 NE 2nd Street, Miami, FL, 33132, USA",25.775927,-80.193125,16282,"Digital Realty Trust, Inc.",Miami MIA10,United States of America,Miami,36 Northeast 2nd Street,25.77581,-80.19296
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2105,0.8571,0.1538,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16249,"Equinix, Inc.",MI1,United States of America,Miami,50 Northeast 9th Street,25.782365,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.3607,0.5714,0.0769,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16250,"Digital Realty Trust, Inc.",MI2,United States of America,Miami,36 NE 2nd St. 1st and 5th Fl,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2105,0.5714,0.2308,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16251,South Reach Networks,MI2,United States of America,Miami,36 Northeast 2nd Street,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.28,0.6667,0.0769,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16254,"Digital Realty Trust, Inc.",MIA I,United States of America,Miami,36 NE 2nd St #400,25.77584,-80.192969
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.28,0.6,0.0769,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16255,"Digital Realty Trust, Inc.",MIA II,United States of America,Miami,36 NE 2nd St #400,25.77584,-80.192969
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2857,1.0,0.0769,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16260,"Digital Realty Trust, Inc.",MIA1,United States of America,Miami,"36 NE 2nd St, Suite 520",25.775811,-80.192871
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",1.0,1.0,0.3158,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16262,Miami-Connect,MIA1,United States of America,Miami,100 Biscayne Blvd.,25.775618,-80.18819
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2609,1.0,0.0769,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16263,"Digital Realty Trust, Inc.",MIA1,United States of America,Miami,36 NE 2nd St,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",1.0,1.0,0.2,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16265,"Vault Networks, Inc.",MIA1,United States of America,Miami,100 Biscayne Blvd.,25.775618,-80.18819
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.7059,1.0,1.0,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16266,Volico Data Center,MIA1,United States of America,Miami,100 Biscayne Boulevard,25.775618,-80.18819
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.3396,1.0,0.0769,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16268,"Digital Realty Trust, Inc.",MIA1,United States of America,Miami,"36 NE 2nd St, 7th Fl",25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2609,0.75,0.1538,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16270,"Equinix, Inc.",MIA2,United States of America,Miami,50 NE 9th St,25.782365,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2609,0.75,0.2286,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16273,"Atlantic Metro Communications, Inc.",MIA2,United States of America,Miami,36 NE 2nd St,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.1739,0.3529,0.25,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16280,"Lumen Technologies, Inc.",Miami Gateway,United States of America,Miami,49 NW 5th St.,25.779238,-80.194917
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.2105,0.5333,0.0769,1.0,2210,Volico,MIA1,United States of America,Miami,"100 N. Biscayne Blvd. Miami, FL 33131",25.77603469,-80.1882476,16282,"Digital Realty Trust, Inc.",Miami MIA10,United States of America,Miami,36 Northeast 2nd Street,25.77581,-80.19296
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.7222,1.0,1.0,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16249,"Equinix, Inc.",MI1,United States of America,Miami,50 Northeast 9th Street,25.782365,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.5246,0.6667,0.1481,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16250,"Digital Realty Trust, Inc.",MI2,United States of America,Miami,36 NE 2nd St. 1st and 5th Fl,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.4561,0.6667,0.1481,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16251,South Reach Networks,MI2,United States of America,Miami,36 Northeast 2nd Street,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.36,0.5,0.1481,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16254,"Digital Realty Trust, Inc.",MIA I,United States of America,Miami,36 NE 2nd St #400,25.77584,-80.192969
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.36,0.4444,0.1481,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16255,"Digital Realty Trust, Inc.",MIA II,United States of America,Miami,36 NE 2nd St #400,25.77584,-80.192969
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.3929,0.8571,0.1481,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16260,"Digital Realty Trust, Inc.",MIA1,United States of America,Miami,"36 NE 2nd St, Suite 520",25.775811,-80.192871
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.3137,0.8571,0.3,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16262,Miami-Connect,MIA1,United States of America,Miami,100 Biscayne Blvd.,25.775618,-80.18819
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.3043,0.8571,0.1481,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16263,"Digital Realty Trust, Inc.",MIA1,United States of America,Miami,36 NE 2nd St,25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.3137,0.8571,0.1905,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16265,"Vault Networks, Inc.",MIA1,United States of America,Miami,100 Biscayne Blvd.,25.775618,-80.18819
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.3214,0.8571,0.1538,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16266,Volico Data Center,MIA1,United States of America,Miami,100 Biscayne Boulevard,25.775618,-80.18819
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.4906,0.8571,0.1481,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16268,"Digital Realty Trust, Inc.",MIA1,United States of America,Miami,"36 NE 2nd St, 7th Fl",25.775869,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.8571,0.5714,1.0,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16270,"Equinix, Inc.",MIA2,United States of America,Miami,50 NE 9th St,25.782365,-80.193129
01_lat_long_2dp,1.0,"Rounded lat/long key 25.78, -80.19",0.3043,0.5714,0.2222,1.0,2212,Equinix,MI1,United States of America,Miami," 50 NE 9th Street, Miami, FL, US, 33132",25.78245376,-80.19307125,16273,"Atlantic Metro Communications, Inc.",MIA2,United States of America,Miami,36 NE 2nd St,25.775869,-80.193129
