excel_row,source,owner,dc_name,country,city,address,lat,long,match_count,matched_excel_rows,matched_names,matched_owners
7887,DC Byte,RBS,Melville Gate,United Kingdom,Dalkeith,Melville Gate Road Dalkeith Midlothian EH22 3NL,55.89429862,-3.08639849,0,,,
7888,DC Byte,BaCloud,Data Center,Lithuania,Å iauliai,"Pramones g. 15, Siauliai 78137, Lithuania",55.91180737,23.31301152,0,,,
7889,DC Byte,Apatura,Wester Hermiston AI Data Centre Campus,United Kingdom,City of Edinburgh,Land 300 Metres North Of 50 Research Avenue North Riccarton Currie,55.91623271,-3.333623932,0,,,
7890,DC Byte,Cherry Servers,Data Center,Lithuania,Å iauliai,"74 Tilzes street, 3rd Floor Siauliai, Lithuania",55.92105854,23.29429671,0,,,
7891,DC Byte,Pulsant,Edinburgh Medway,United Kingdom,City of Edinburgh,"7 Bankhead Medway, Sighthill Industrial Estate, Edinburgh EH11 4BY",55.925867,-3.296579,1,12376,Edinburgh Medway,Pulsant Limited
7892,DC Byte,Shelborn Drummond,Edinburgh Park Data Centre,United Kingdom,City of Edinburgh,1 Redheughs Avenue Edinburgh EH12 9RH,55.93224388,-3.308235397,0,,,
7893,DC Byte,RBS,E4 Data Centre,United Kingdom,Macmerry,E4 Data Centre Macmerry Tranent East Lothian EH33 1RD,55.94498429,-2.9010874,0,,,
7894,DC Byte,Oracle,Linlithgow,United Kingdom,null,"Oracle Corporation UK Ltd, Linlithgow, West Lothian, EH49 7LR, Scotland, United Kingdom",55.98545615,-3.579785352,0,,,
7895,DC Byte,31173 Services,Datacenter Helsingborg PrÃ¤stgatan,Sweden,Helsingborg,"PrÃ¤stgatan 252 24 Helsingborg, Sweden",56.044571,12.698347,1,13589,Helsingborg,31173 Services Ab
7896,DC Byte,Miss Hosting,Helsingborg,Sweden,Helsingborg,"Sundstorget 2, 252 21 Helsingborg, Sweden",56.04754979,12.6904256,1,13589,Helsingborg,31173 Services Ab
7897,DC Byte,team.blue,Skanderborg,Denmark,Skanderborg,"Sverigesvej 8, 8660 Skanderborg, Denmark",56.05284112,9.950780187,2,20066; 20067,Skanderborg; Skanderborg 2 (backup),Zitcom A/S; Zitcom A/S
7898,DC Byte,GlobalConnect,Aarhus,Denmark,Skanderborg Municipality,"Stilling, Niels Bohrs Vej 19, 8660 Skanderborg, Denmark",56.06767212,9.98375433,1,20065,Skanderborg,Fuzion A/S
7899,DC Byte,Kolo DC,DK1 Skanderborg,Denmark,Skanderborg Municipality,"Niels Bohrs Vej 35, 8660 Skanderborg, Denmark",56.07002677,9.993100946,1,20065,Skanderborg,Fuzion A/S
7900,DC Byte,GlobalConnect,HÃ¸rning,Denmark,HÃ¸rning,"Agerbakken 3, 8362 HÃ¸rning, Denmark",56.07571421,10.02686139,0,,,
7901,DC Byte,Cibicom,SÃ¸sterhÃ¸j,Denmark,Aarhus,"Ny MoesgÃ¥rdvej 61, 8270 HÃ¸jbjerg, Denmark",56.09903534,10.21667634,1,10437,Cibicom Aarhus,Cibicom A/S
7902,DC Byte,ILI Group,Cato,United Kingdom,Auchtertool,"Land 700m NW of Camilla, Auchtertool, Fife, Scotland, United Kingdom",56.10504877,-3.268806088,0,,,
7903,DC Byte,Kolo DC,DK4 Viby J.,Denmark,Tranbjerg,"Viby J, SÃ¸ndervangs AllÃ© 20, 8260, Danmark",56.11767571,10.15615948,0,,,
7904,DC Byte,team.blue,Aarhus,Denmark,Aarhus,"BjÃ¸rnholms Alle 30, 8260 Viby, Denmark",56.13958711,10.17073641,4,8395; 17344; 19499; 21638,Aarhus; NM Net ApS Aarhus; ScanNet Aarhus; Viby,Hostnordic A/S; Nd Net Aps; A/S ScanNet; Hostnordic A/S
7905,DC Byte,Kolo DC,DK2 Aarhus,Denmark,Aarhus,"Silkeborgvej 53, 8000 Aarhus, Denmark",56.15580751,10.17735629,1,8394,Aarhus,Fuzion A/S
7906,DC Byte,JN DATA,Datacenter,Denmark,Silkeborg,"Frichsvej 18, 8600 Silkeborg, Denmark",56.19410558,9.565276086,1,14686,JN Data Silkeborg,JN Data A/S
7907,DC Byte,Queensway Park Data Centres,Queensway Park,United Kingdom,Glenrothes,"Queensway Park, Glenrothes, KY7 5QF",56.19788742,-3.160512921,0,,,
7908,DC Byte,Cibicom,Kappa,Denmark,Hinnerup,"Kappa 10, 8382 Hinnerup",56.23801132,10.1153057,1,10440,Cibicom Kappa/Aarhus Nord,Cibicom A/S
7909,DC Byte,Brightsolid,Dundee,United Kingdom,Dundee,"Gateway House, Luna Pl, Dundee Technology Park, Dundee, Dundee, DD2 1TP, United Kingdom",56.46394,-3.05479,1,12209,Dundee,Brightsolid Online Innovation Limited
7910,DC Byte,Kolo DC,DK3 Randers,Denmark,Randers,"Normansvej 1, 8920 Randers, Denmark",56.46425728,9.981779416,1,18924,Randers,Fuzion A/S
7911,DC Byte,Apple,Viborg,Denmark,Viborg,"Hobro Landevej 8, 8830 Tjele, Denmark",56.48144902,9.573166102,6,21632; 21633; 21634; 21635; 21636; 21637,Vibourg Foulum 1; Vibourg Foulum 2; Vibourg Foulum 3; Vibourg Foulum 4; Vibourg Foulum 5; Vibourg Foulum 6,Apple Inc.; Apple Inc.; Apple Inc.; Apple Inc.; Apple Inc.; Apple Inc.
7912,DC Byte,Tet,DC7,Latvia,Salaspils,"Krasta 2/1, Salaspils, Latvia",56.86544975,24.38045765,0,,,
7913,DC Byte,DELSKA,EU North Riga LV DC1,Latvia,Riga,"ÄŒuibes iela 17, Latgales priekÅ¡pilsÄ“ta, RÄ«ga, LV-1063, Latvia",56.8891549,24.23237975,1,19091,Riga DC 1,SIA Digitalas Ekonomikas Attistibas Centrs
7914,DC Byte,DELSKA,EU North Riga LV DC2,Latvia,Riga,"Maskavas iela 459, Latgales priekÅ¡pilsÄ“ta, RÄ«ga, LV-1063, Latvia",56.889291,24.231806,1,19091,Riga DC 1,SIA Digitalas Ekonomikas Attistibas Centrs
7915,DC Byte,GleSYS,Falkenberg,Sweden,Falkenberg,BadhusvÃ¤gen 45 311 32 Falkenberg Sweden,56.89811,12.472548,2,12598; 12599,Falkenberg 1; Falkenberg 2,GleSYS AB; GleSYS AB
7916,DC Byte,Nano IT,Data Centre,Latvia,Riga,"Maskavas iela 240 Latgales priekÅ¡pilsÄ“ta, RÄ«ga, LV-1063 Latvia",56.920935,24.169771,1,16908,Nano datacenter Riga,Nano.lv
7917,DC Byte,LVRTC,Riga Radio and Television Tower,Latvia,Riga,"Riga Radio and TV Tower, Zemgales priekÅ¡pilsÄ“ta, RÄ«ga, LV-1050, Latvia",56.923894,24.136943,1,15746,LVRTC TV Tower,State Joint-Stock Company Latvia State Radio and Television Centre
7918,DC Byte,Tet,KeldiÅ¡a,Latvia,Riga,"Akademika Mstislava Keldisa iela 22, Latgales priekspilseta, Riga, LV-1021, Latvia",56.938638,24.206166,1,11454,DC Keldisa,Tet
7919,DC Byte,AlphaHost.lv,Riga,Latvia,Riga,"Elijas iela 17 Latgales priekÅ¡pilsÄ“ta, RÄ«ga, LV-1050 Latvia",56.940646,24.126268,2,8571; 19092,Alfalink Riga; Riga DC 3,Alfalink; SIA Digitalas Ekonomikas Attistibas Centrs
7920,DC Byte,RETN,Deglava DC,Latvia,Riga,"Augusta Deglava iela 73 Vidzemes priekÅ¡pilsÄ“ta, RÄ«ga, LV-1082 Latvia",56.948463,24.201075,1,11744,Deglava datacenter,Retn Gmbh
7921,DC Byte,LU MII,Sigmanet Data Centre,Latvia,Riga,"RaiÅ†a bulvÄris 29, Centra rajons, RÄ«ga, LV-1050, Latvia",56.948574,24.118208,4,11480; 18197; 18198; 21624,DC Perses; Perses 2 (SMILE); Perses 2 Datacenter; VERnet DC,Tet; Santa Monica Networks SIA; Baltcom; VERSIJA
7922,DC Byte,Tet,Dattum,Latvia,Riga,"Kleistu iela 5, Kurzemes rajons, RÄ«ga, LV-1067, Latvia",56.951266,24.123798,4,11480; 18197; 18198; 21624,DC Perses; Perses 2 (SMILE); Perses 2 Datacenter; VERnet DC,Tet; Santa Monica Networks SIA; Baltcom; VERSIJA
7923,DC Byte,Tet,Perses,Latvia,Riga,"Dzirnavu iela 105, Centra rajons, RÄ«ga, LV-1011, Latvia",56.951269,24.123958,4,11480; 18197; 18198; 21624,DC Perses; Perses 2 (SMILE); Perses 2 Datacenter; VERnet DC,Tet; Santa Monica Networks SIA; Baltcom; VERSIJA
7924,DC Byte,Versija,VERnet DC,Latvia,Riga,"Dzirnavu iela 89 Centra rajons, RÄ«ga, LV-1011 Latvia",56.952704,24.12245,4,11480; 18197; 18198; 21624,DC Perses; Perses 2 (SMILE); Perses 2 Datacenter; VERnet DC,Tet; Santa Monica Networks SIA; Baltcom; VERSIJA
7925,DC Byte,DELSKA,EU North Riga LV DC3,Latvia,Riga,"JÄÅ†a Asara iela 24, Latgales priekÅ¡pilsÄ“ta, RÄ«ga, LV-1009, Latvia",56.956711,24.154595,1,13233,Grizinkalns (Riga DC 2),SIA Digitalas Ekonomikas Attistibas Centrs
7926,DC Byte,Tet,Kleistu,Latvia,Riga,"Kleistu iela 5, Kurzemes rajons, RÄ«ga, LV-1067, Latvia",56.961465,24.020861,2,11442; 11456,DC Dattum; DC Kleistu,Tet; Tet
7927,DC Byte,CloudHosting,Berzaunes iela 1 Riga,Latvia,Riga,"Berzaunes iela 1 Vidzemes priekspilseta, Riga, LV-1039 Latvia",56.969824,24.159374,1,19091,Riga DC 1,SIA Digitalas Ekonomikas Attistibas Centrs
7928,DC Byte,Telia,Riga,Latvia,Riga,"A2 8a, Vidzemes priekÅ¡pilsÄ“ta, RÄ«ga, LV-1006, Latvia",56.977225,24.188304,1,8571,Alfalink Riga,Alfalink
7929,DC Byte,Tet,Brivibas,Latvia,Riga,"Brivibas iela 304 Vidzemes priekÅ¡pilseta, Riga, LV-1006 Latvia",56.978148,24.183741,1,11437,DC Brivibas,Tet
7930,DC Byte,Netic,Data Center,Denmark,Aalborg,"Alfred Nobels Vej 25, 9220 Aalborg, Denmark",57.01072164,9.991456514,0,,,
7931,DC Byte,Brightsolid,Aberdeen,United Kingdom,Aberdeen City,"Whitemyres Ave, Aberdeen AB16 6HQ",57.15259,-2.16031,1,8402,Aberdeen,Brightsolid Online Innovation Limited
7932,DC Byte,Prime Data Centers,Saeby Campus AAL01,Denmark,Frederikshavn,"SÃ¦by, Denmark",57.31436548,10.50237036,0,,,
7933,DC Byte,Canmer Data,MÃ¶lndal,Sweden,MÃ¶lndal,Aminogatan 34 431 53 MÃ¶lndal SwedenAminogatan 34 431 53 MÃ¶lndal Sweden,57.64193147,11.99393398,0,,,
7934,DC Byte,EdgeIT,FrÃ¶lunda,Sweden,Gothenburg,Lona Knapes gata 5 421 32 VÃ¤stra FrÃ¶lunda Sweden,57.65076221,11.94629674,1,21725,Västra Frölunda Datacenter,Edgeit Ab
7935,DC Byte,Oderland,GÃ¶teborg 1,Sweden,Gothenburg,"Ã–stra Hamngatan 50B, 411 09 GÃ¶teborg, Sweden",57.7049948,11.96929846,0,,,
7936,DC Byte,BorÃ¥s ElnÃ¤t,BorÃ¥s,Sweden,BorÃ¥s,BockasjÃ¶gatan 17 504 30 BorÃ¥s Sweden,57.71548031,12.92473065,0,,,
7937,DC Byte,InfraCom,Goteborg,Sweden,Gothenburg,"GamlestadsvÃ¤gen 1, 415 02 GÃ¶teborg, Sweden",57.72449183,12.00889922,0,,,
7938,DC Byte,HCL Technologies,GÃ¶teborg 1,Sweden,Gothenburg,Gunnar Engellaus vÃ¤g 3 418 78 GÃ¶teborg Sweden,57.72517751,11.85532465,0,,,
7939,DC Byte,atNorth,SWE03,Sweden,Gothenburg,Byfogdegatan 6 415 05 GÃ¶teborg Sweden,57.7270061,12.01217446,1,20589,SWE03,atNorth ehf
7940,DC Byte,GÃ¶teborg Energi Gothnet,SHG5,Sweden,Gothenburg,"Slakthusgatan 5D, 415 02 GÃ¶teborg, Sweden",57.73129314,12.00217407,1,13181,Gothnet DC Marieholm,Göteborg Energi Aktiebolag
7941,DC Byte,Bahnhof,Bunkeberget,Sweden,Gothenburg,"Artillerigatan 40, 415 05 GÃ¶teborg, Sweden",57.73198617,12.01816312,0,,,
7942,DC Byte,Optinet,Data Centre,Sweden,Partille,MellbyvÃ¤gen 19 433 30 Partille Sweden,57.740438,12.091261,0,,,
7943,DC Byte,GÃ¶teborg Energi Gothnet,Backa,Sweden,Gothenburg,"Exportgatan 34, 422 46 Hisings Backa, Sweden",57.74532264,11.9908554,1,13180,Gothnet DC Backa,Göteborg Energi Aktiebolag
7944,DC Byte,GlobalConnect,Hisings KÃ¤rra GÃ¶teborg,Sweden,Gothenburg,TagenevÃ¤gen 34C 425 37 Hisings KÃ¤rra Sweden,57.7816106,11.9950664,1,13139,GlobalConnect Gothenburg (SEGOT0001),Global Connect LLC
7945,DC Byte,Junet,Data Centre,Sweden,Huskvarna,Birkagatan 41 561 33 Huskvarna Sweden,57.787092,14.262251,1,14732,Junet Birka,Junet AB
7946,DC Byte,Unisys,AlingsÃ¥s,Sweden,AlingsÃ¥s,"SandbergsvÃ¤gen 3, 441 39 AlingsÃ¥s, Sweden`",57.92732,12.560839,0,,,
7947,DC Byte,Bulk Infrastructure,N01 Campus,Norway,Vennesla,"StÃ¸levegen 39, 4715 Vennesla (Kristiansand), Norway",58.25672654,7.893375157,8,16826; 16827; 16828; 16829; 16830; 16831; 16832; 16833,N01 - DCM101; N01 - DCM102; N01 - DCM103; N01 - DCM104; N01 - DCM105; N01 - DCM106; N01-DCM107; N01-DCM108,Bulk Infrastructure Holding AS; Bulk Infrastructure Holding AS; Bulk Infrastructure Holding AS; Bulk Infrastructure Holding AS; Bulk Infrastructure Holding AS; Bulk Infrastructure Holding AS; Bulk Infrastructure Holding AS; Bulk Infrastructure Holding AS
7948,DC Byte,Gotanet,Trollhattan,Sweden,Trollhattan,"Ã–sterlÃ¥nggatan 47, 461 30 TrollhÃ¤ttan, Sweden",58.2840372,12.28653984,0,,,
7949,DC Byte,Ericsson,LinkÃ¶ping,Sweden,LinkÃ¶ping,"Datalinjen 3, 581 12 LinkÃ¶ping, Sweden",58.39781382,15.55309289,0,,,
7950,DC Byte,Ember,EDC1,Sweden,LidkÃ¶ping,Fabriksgatan 4 531 30 LidkÃ¶ping Sweden,58.5080948,13.15816589,0,,,
7951,DC Byte,Troll Mountain,Data Center,Norway,Evje og Hornnes,"4735 Evje, Norway",58.52009473,7.775356256,0,,,
7952,DC Byte,EdgeMode,Marviken,Sweden,NorrkÃ¶pings kommun,"Marviken Smart Energy Cluster, 610 27, NorrkÃ¶ping, Sweden",58.55270872,16.83233688,0,,,
7953,DC Byte,Green Mountain,Undheim,Norway,Undheim,"Undheim, Norway",58.65644832,5.791047488,0,,,
7954,DC Byte,GreenScale,Tonstad DataPark,Norway,Tonstad,"Tonstad, Norway",58.675129,6.748956,0,,,
7955,DC Byte,Green Mountain,Kalberg,Norway,Time,"Kalberg, Norway",58.80953554,5.72271087,0,,,
7956,DC Byte,ASP Datacenter,M12,Norway,Stavanger,"MidtgÃ¥rdveien 12, 4031 Stavanger, Norway",58.89698402,5.749192565,0,,,
7957,DC Byte,ASP Datacenter,K11,Norway,Stavanger,"Kanalvegen 11, 4033 Stavanger, Norway",58.89762689,5.686830841,0,,,
7958,DC Byte,Amazon Web Services,Katrineholm,Sweden,Katrineholm,"Terminalgatan 4, 641 93 Katrineholm, Sweden",58.99644507,16.23521634,2,14804; 14805,Katrineholm 1; Katrineholm 2,"Amazon.com, Inc.; Amazon.com, Inc."
7959,DC Byte,Green Mountain,JÃ¸rpeland,Norway,JÃ¸rpeland,"StÃ¥lverksvegen 51, 4100 JÃ¸rpeland, Norway",59.01878716,6.035124475,0,,,
7960,DC Byte,Green Mountain,SVG1-RennesÃ¸y,Norway,Stavanger,"260 Hodneveien, 4150 RennesÃ¸y, Norway",59.07016752,5.749467543,0,,,
7961,DC Byte,Polar DC,HerÃ¸ya Industrial Park,Norway,Porsgrunn,"Zone E, HerÃ¸ya industrial park, Porsgrunn municipality, Telemark county",59.11498279,9.640732963,0,,,
7962,DC Byte,StoreSpeed,DC3 - Halden,Norway,Halden,"Violgata 8, 1776 Halden, Norway",59.12350444,11.38584319,3,13397; 13398; 17286,Halden DC3; Halden DC4; NHDC Halden,Storespeed As; Storespeed As; Storespeed As
7963,DC Byte,Green Mountain,Halden,Norway,Halden,"Norske Skog Saugbrugs PM6, Halden, Norway",59.12734339,11.4085307,1,13397,Halden DC3,Storespeed As
7964,DC Byte,Polar DC,DRA Campus,Norway,Ulefoss,"Kleppeveien, Drangedal Municipality, Telemark County, Norway",59.14656081,8.771113002,1,12079,DRA1,Polardc Dra01 As
7965,DC Byte,Telia,Handen,Sweden,Handen,RudsjÃ¶terrassen 5 136 40 Handen Sweden,59.164896,18.134714,0,,,
7966,DC Byte,Gigahost,DC2,Norway,Sandefjord,Norway,59.17210772,10.20880032,1,20902,Terrahost K10 Sandefjord,Terrahost AS
7967,DC Byte,Gigahost,DC1,Norway,Sandefjord,Norway,59.17210841,10.20880032,1,20902,Terrahost K10 Sandefjord,Terrahost AS
7968,DC Byte,EdgeConneX,Fyresdal,Norway,Fyresdal,"Molandsmoen industrial area, Fyresdal municipality",59.20204331,8.082747531,0,,,
7969,DC Byte,Fossefall,Fyresdal,Norway,Fyresdal,"Molandsmoen 7, 3870 Fyresdal, Telemark County, Norway",59.20466809,8.082866858,0,,,
7970,DC Byte,Datason,Stockholm,Sweden,Stockholm,"SegersbyvÃ¤gen 7, 145 63 Norsborg, Sweden",59.235483,17.834894,1,20061,SK1 Stockholm I (Bromma),"Equinix, Inc."
7971,DC Byte,Nscale,Skien,Norway,Skien,"LÃ¸venskioldâ€‘Fossum estate, Skien municipality, Norway",59.24418546,9.564371073,4,11572; 11627; 11655; 11665,DC1 - Skien; DC2-Skien; DC3-Skien; DC4-Skien,Alphabet Inc.; Alphabet Inc.; Alphabet Inc.; Alphabet Inc.
7972,DC Byte,Equinix,SK2,Sweden,Stockholm,"Kvastvagen 25-29, Stockholm, Sweden",59.263637,18.105334,1,20063,SK2,"Equinix, Inc."
7973,DC Byte,Google,Skien,Norway,Skien,"Skien, Telemark, Norway",59.27016633,9.521303257,1,11572,DC1 - Skien,Alphabet Inc.
7974,DC Byte,GlobalConnect,SÃ¤tra,Sweden,Stockholm,"StorsÃ¤tragrÃ¤nd 3, 127 39 SkÃ¤rholmen, Sweden",59.282292,17.923022,1,14381,IP-Only Satra (SESTO1096),Global Connect LLC
7975,DC Byte,Conapto,Stockholm 2 South,Sweden,Stockholm,"StensÃ¤travÃ¤gen 9, 127 39 SkÃ¤rholmen, Sweden",59.28351205,17.92678941,1,20382,STHLM 2 South (Stockholm Syd Sätra)),Conapto AB
7976,DC Byte,Conapto,Stockholm 4 South,Sweden,Stockholm,"StensÃ¤travÃ¤gen 6, 127 39 SkÃ¤rholmen, Sweden",59.2858507,17.92898729,2,20384; 20385,STHLM 4 South (DC4 - building 1); STHLM 5 North,Conapto AB; Conapto AB
7977,DC Byte,GleSYS,Stockholm,Sweden,Stockholm,"VÃ¤stberga AllÃ© 60, 126 30 HÃ¤gersten, Sweden",59.289727,18.016731,1,11328,Datacenter Stockholm (Vastberga DC),GleSYS AB
7978,DC Byte,GlobalConnect,Hammarby,Sweden,Stockholm,"VirkesvÃ¤gen 6, 120 30 Stockholm, Sweden",59.301328,18.091842,2,13437; 14945,Hammarby; KN6 Hammarby,Global Connect LLC; Ab Stokab
7979,DC Byte,Bahnhof,Pionen,Sweden,Stockholm,Renstiernas gata 37 116 31 Stockholm Sweden,59.312388,18.085512,1,18392,Pionen,Bahnhof AB (publ)
7980,DC Byte,Telia,Stockholm,Sweden,Stockholm,TrekantsvÃ¤gen 7 117 43 Stockholm Sweden,59.313262,18.022967,2,15511; 20396,LJHN2; Stockholm - Premier,Telia Company AB (publ); Colt Technology Services Limited
7981,DC Byte,High Sec Hosting,Stockholm,Sweden,Stockholm,Sankt Paulsgatan 29 118 48 Stockholm,59.317558,18.063845,1,20061,SK1 Stockholm I (Bromma),"Equinix, Inc."
7982,DC Byte,DC Sarpsborg,Hasle,Norway,Sarpsborg,"Hasle, Sarpsborg Municipality, Norway",59.31968559,11.17515526,0,,,
7983,DC Byte,Green Mountain,Gismarvik,Norway,TysvÃ¦r,"Haugaland NÃ¦ringspark, Havnavegen 168, 5570 Gismarvik, Norway",59.32521901,5.392589965,1,13105,Gismarvik,Green Mountain AS
7984,DC Byte,Videnca,Videnca,Sweden,Stockholm,"GjÃ¶rwellsgatan 30, 112 60 Stockholm, Sweden",59.327113,18.016071,0,,,
7985,DC Byte,Brookfield Asset Management,Gorsingeberget,Sweden,Malmbystugan,"Gorsingeberget, StrÃ¤ngnÃ¤s etableringspark, StrÃ¤ngnÃ¤s kommun, Sweden",59.33143443,17.0409981,0,,,
7986,DC Byte,Bahnhof,Thule,Sweden,Stockholm,"Tunnelgatan 2, 111 37 Stockholm, Sweden",59.337085,18.064073,3,20397; 20398; 20957,Stockholm City 1; Stockholm City 2; Thule,Ecodatacenter AB; Ecodatacenter AB; Bahnhof AB (publ)
7987,DC Byte,Teracom,Stockholm,Sweden,Stockholm,"Lindhagensgatan 122, 112 51 Stockholm, Sweden",59.337959,18.008605,1,20061,SK1 Stockholm I (Bromma),"Equinix, Inc."
7988,DC Byte,Kolo DC,SE2 Tellus Stockholm,Sweden,Stockholm,"FranzÃ©ngatan 32, 112 16 Stockholm, Sweden",59.3401781,18.00825413,0,,,
7989,DC Byte,Kolo DC,SE1 Atlas Stockholm,Sweden,Stockholm,"Stockholm, Sweden",59.34069596,18.1119562,0,,,
7990,DC Byte,Conapto,Stockholm 1 City,Sweden,Stockholm,"Sandhamnsgatan 63B, 115 28 Stockholm, Sweden",59.34097609,18.11217537,1,20381,STHLM 1 City,Conapto AB
7991,DC Byte,Telia,Laagri,Estonia,Laagri alevik,"Vae 24, Laagri, 76401 Harju maakond, Estonia",59.34563919,24.60872164,1,15113,Laagri Datacenter,Telia Company AB (publ)
7992,DC Byte,Bahnhof,St Erik,Sweden,Stockholm,Norra Stationsgatan 61 113 43 Stockholm Sweden,59.347497,18.039252,1,20297,St Erik,Bahnhof AB (publ)
7993,DC Byte,Bahnhof,Elementica,Sweden,Stockholm,"Tunnelgatan 2, (subway station HÃ¶torget), Stockholm",59.35158147,18.0962939,1,12412,Elementica,Bahnhof AB (publ)
7994,DC Byte,Astrec Data,Johvi,Estonia,Johvi,"2. Tartu poik 5, Johvi, Ida-Virumaa 41537, Estonia",59.352722,27.413151,2,14709; 14710,Johvi datacenter; Johvi PoP,pilvio; Telia Company AB (publ)
7995,DC Byte,Servercentralen,Solna,Sweden,Solna kommun,HemvÃ¤rnsgatan 13 171 54 Solna Sweden,59.353531,17.975873,1,19670,Servercentralen DC02,Nordcolo
7996,DC Byte,Amazon Web Services,Eskilstuna,Sweden,Eskilstuna,"SignalvÃ¤gen 2, 635 06 Eskilstuna, Sweden",59.3584231,16.69143025,6,12477; 12478; 12479; 12480; 12481; 12482,Eskilstuna 1; Eskilstuna 2; Eskilstuna 3; Eskilstuna 4; Eskilstuna 5; Eskilstuna 6,"Amazon.com, Inc.; Amazon.com, Inc.; Amazon.com, Inc.; Amazon.com, Inc.; Amazon.com, Inc.; Amazon.com, Inc."
7997,DC Byte,Equinix,SK1,Sweden,Stockholm,"Mariehallsvagen 36, Bromma, Sweden",59.362495,17.95652,1,20061,SK1 Stockholm I (Bromma),"Equinix, Inc."
7998,DC Byte,Greenergy Data Centers,Data Center,Estonia,HÃ¼Ã¼ru,"76911 Harju County, Estonia",59.38689,24.562962,2,20752; 20753,Tallinn DC1; Tallinn DC2,Greenergy Data Centers; Greenergy Data Centers
7999,DC Byte,Verizon,SpÃ¥nga,Sweden,Stockholm,FinspÃ¥ngsgatan 25 163 53 SpÃ¥nga Sweden,59.387719,17.886071,1,17700,OMX Lunda Stockholm,Verizon Communications Inc.
8000,DC Byte,Equinix,SK3,Sweden,Stockholm,"Finspangsgatan 48, Spanga, Sweden",59.391228,17.8758,1,20064,SK3,"Equinix, Inc."
8001,DC Byte,ASP Datacenter,Tysingvatnet,Norway,Suldal,"Tysingvatnet, 4234 Jelsa, Suldal Municipality, Norway",59.39733729,6.153568024,0,,,
8002,DC Byte,Scandinavian Data Centers,ScandiDC I,Sweden,Eskilstuna,Ã„rnaberget,59.39873404,16.48833978,1,19498,ScandiDC I,Scandinavian Data Centers AB
8003,DC Byte,Telia,Tallinn 3,Estonia,Tallinn,"193 SÃµpruse puiestee, 13415 Tallinn, Estonia",59.401294,24.699843,2,20185; 20751,Sopruse Datacenter; Tallinn DC,Telia Company AB (publ); Tele2 Eesti A/S
8004,DC Byte,Bahnhof,Gullan,Sweden,Stockholm,"Ã–sterÃ¶gatan 3, 164 40 Kista, Sweden",59.40232015,17.96271078,0,,,
8005,DC Byte,Arcem,Larkollveien,Norway,Moss,"Larkollveien 4, 1570 Dilling, Norway",59.40561826,10.69538703,0,,,
8006,DC Byte,IBM,Kista,Sweden,Stockholm,"KistagÃ¥ngen 6, 164 40 Kista, Sweden",59.405888,17.95377,2,17648; 21623,Obenet Kista Gate; Verizon Stockholm,Obenetwork Ab; Verizon Communications Inc.
8007,DC Byte,GlobalConnect,JÃ¤rfÃ¤lla,Sweden,JÃ¤rfÃ¤lla kommun,"ElektronikhÃ¶jden 6, 175 43 JÃ¤rfÃ¤lla, Sweden",59.407419,17.834022,0,,,
8008,DC Byte,Obehosting,Obenet Kista Gate,Sweden,Stockholm,"Torshamnsgatan 48, 164 40 Kista, Sweden",59.40919,17.949169,2,17648; 21623,Obenet Kista Gate; Verizon Stockholm,Obenetwork Ab; Verizon Communications Inc.
8009,DC Byte,atNorth,SWE01,Sweden,Stockholm,"Akalla, Stockholm, Sweden",59.415581,17.929417,0,,,
8010,DC Byte,atNorth,SWE02,Sweden,Stockholm,"Raseborgsgatan 8, 164 74 Kista, Sweden",59.42062394,17.91896525,6,20400; 20401; 20402; 20403; 20404; 20405,Stockholm STO1; Stockholm STO2; Stockholm STO3; Stockholm STO4; Stockholm STO5; Stockholm STO6,"Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc."
8011,DC Byte,Digital Realty,STO6,Sweden,Stockholm,"Vandagatan 3, 16494, Akalla Kista, Sweden",59.42095,17.914617,1,20405,Stockholm STO6,"Digital Realty Trust, Inc."
8012,DC Byte,Digital Realty,STO2,Sweden,Stockholm,"Esbogatan 11, 164 74 Kista, Stockholm, Sweden",59.421469,17.917583,6,20400; 20401; 20402; 20403; 20404; 20405,Stockholm STO1; Stockholm STO2; Stockholm STO3; Stockholm STO4; Stockholm STO5; Stockholm STO6,"Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc."
8013,DC Byte,Digital Realty,STO3,Sweden,Stockholm,"Esbogatan 11, 164 74 Kista, Stockholm, Sweden",59.421704,17.916746,6,20400; 20401; 20402; 20403; 20404; 20405,Stockholm STO1; Stockholm STO2; Stockholm STO3; Stockholm STO4; Stockholm STO5; Stockholm STO6,"Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc.; Digital Realty Trust, Inc."
